Protocol,Flow Duration,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Std,Idle Std,Label,Traffic Type,Traffic Subtype,Fwd_Bwd_Packet_Ratio,Fwd_Bwd_Length_Ratio,Fwd_Bwd_PacketLengthMean_Ratio,Avg_Bytes_per_s,Active_Idle_Ratio,Win_Init_Ratio,cluster
6.0,94587.0,0.0,607.0,0.0,21.144554748538383,94587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2146.172306976646,0.0,0.0,0.0
6.0,100866.0,0.0,607.0,0.0,19.828287034283107,100866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2012.5711339797356,0.0,0.0,0.0
6.0,56867.0,0.0,607.0,0.0,35.169782123199745,56867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,3569.7328855047745,0.0,0.0,0.0
6.0,143023.0,0.0,607.0,0.0,13.983764849010296,143023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1419.352132174545,0.0,0.0,0.0
6.0,144239.0,0.0,607.0,0.0,13.865875387377892,144239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1407.3863518188564,0.0,0.0,0.0
6.0,313712.0,162.23542564228484,0.0,358.5,22.313459478757583,52285.333333333336,47596.27185260067,241043.0,120521.5,44248.62104631058,187251.0,62417.0,107937.96428041434,1.0,0.0,0.0,0.0,96.0,140.0,0.0,195.0,252.6352537326717,63824.57142857143,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,222.8571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.7499998125000469,0.7838214772889519,1.045095298679152,1366.4337566515358,0.0,1.0119047598970143,0.0
6.0,208711.0,0.0,607.0,0.0,9.582628610854243,208711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,972.6368040017056,0.0,0.0,0.0
6.0,92988.0,0.0,609.0,0.0,21.508151589452403,92988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2190.24677019257,0.0,0.0,0.0
6.0,93141.0,0.0,609.0,0.0,21.472820777101383,93141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2186.648915801491,0.0,0.0,0.0
6.0,94581.0,0.0,609.0,0.0,21.14589611021241,94581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2153.357087223297,0.0,0.0,0.0
6.0,69652.0,0.0,609.0,0.0,28.714179061620623,69652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2924.060567775034,0.0,0.0,0.0
6.0,102203.0,0.0,609.0,0.0,19.568897194798588,102203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1992.766031003656,0.0,0.0,0.0
6.0,62004.0,0.0,609.0,0.0,32.25598348493646,62004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,3284.73431821603,0.0,0.0,0.0
6.0,127833.0,0.0,609.0,0.0,15.645412373956646,127833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1593.2244934145854,0.0,0.0,0.0
6.0,34965.0,0.0,607.0,0.0,57.2000572000572,34965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,202.3333333333333,350.45161339810284,122816.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,5805.805805805804,0.0,0.0,0.0
6.0,92300.0,0.0,611.0,0.0,21.668472372697728,92300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2213.7955940772845,0.0,0.0,0.0
6.0,93931.0,0.0,611.0,0.0,21.29222514398868,93931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2175.3556688775093,0.0,0.0,0.0
6.0,99183.0,0.0,611.0,0.0,20.164745974612583,99183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2060.164880406253,0.0,0.0,0.0
6.0,102659.0,0.0,611.0,0.0,19.48197430327589,102659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1990.408374651354,0.0,0.0,0.0
6.0,160921.0,0.0,0.0,579.1204537917824,24.85691736939244,53640.333333333336,13960.01877983455,160921.0,160921.0,0.0,65616.0,65616.0,0.0,0.0,0.0,0.0,0.0,52.0,64.0,0.0,163.8,366.2679347144656,134152.2,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,204.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.99999950000025,0.0,0.0,1704.7702495841645,0.0,1.0159362529563023,0.0
6.0,172362.0,0.0,611.0,0.0,11.603485687100406,172362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1185.4894543654248,0.0,0.0,0.0
6.0,209792.0,0.0,611.0,0.0,9.533251982916411,209792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,973.98057758796,0.0,0.0,0.0
6.0,215286.0,0.0,611.0,0.0,9.28996776381186,215286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,949.1250398694448,0.0,0.0,0.0
6.0,43672.0,0.0,611.0,0.0,45.79593332112108,43672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,4678.817854307871,0.0,0.0,0.0
6.0,42354.0,0.0,611.0,0.0,47.22104169617982,42354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.66666666666663,352.7610144748613,124440.33333333331,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,4824.41642662637,0.0,0.0,0.0
6.0,82991.0,0.0,613.0,0.0,24.09899868660457,82991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2470.1473653769685,0.0,0.0,0.0
6.0,75719.0,0.0,613.0,0.0,26.413449728601805,75719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2707.3785971816847,0.0,0.0,0.0
6.0,73391.0,0.0,613.0,0.0,27.251297843059778,73391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2793.258028913627,0.0,0.0,0.0
6.0,98224.0,0.0,613.0,0.0,20.36162241407396,98224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2087.06629744258,0.0,0.0,0.0
6.0,100720.0,0.0,613.0,0.0,19.857029388403493,100720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2035.3455123113583,0.0,0.0,0.0
6.0,101445.0,0.0,613.0,0.0,19.71511656562669,101445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2020.7994479767365,0.0,0.0,0.0
6.0,67083.0,0.0,613.0,0.0,29.81381273944218,67083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,3055.915805792823,0.0,0.0,0.0
6.0,109948.0,0.0,613.0,0.0,18.19041728817259,109948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1864.5177720376907,0.0,0.0,0.0
6.0,153852.0,0.0,613.0,0.0,12.999506018771289,153852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1332.4493669240571,0.0,0.0,0.0
6.0,51719.0,0.0,613.0,0.0,38.67050793712176,51719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,3963.7270635549794,0.0,0.0,0.0
6.0,171639.0,0.0,613.0,0.0,11.652363390604698,171639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,1194.3672475369815,0.0,0.0,0.0
6.0,32365.0,0.0,609.0,0.0,61.79514908079716,32365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,203.0,351.6063139364821,123627.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,6292.806014727845,0.0,0.0,0.0
6.0,47576.0,0.0,613.0,0.0,42.03800235412813,47576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,204.3333333333333,353.91571501324063,125256.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,306.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,4308.895241298133,0.0,0.0,0.0
6.0,85910.0,0.0,615.0,0.0,23.280176929344663,85910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,205.0,355.0704155516198,126075.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2393.9781942342765,0.0,0.0,0.0
6.0,88195.0,0.0,615.0,0.0,22.67702250694484,88195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,205.0,355.0704155516198,126075.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2331.953814464161,0.0,0.0,0.0
6.0,78100.0,0.0,615.0,0.0,25.60819462227913,78100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,0.0,205.0,355.0704155516198,126075.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Malicious,DoS,DoS HTTP,0.999999000001,0.0,0.0,2633.3760136577034,0.0,0.0,0.0
